NEWS_TYPE,BEDROOM_NUMBER,BATH_ROOM_NUMBER,AREA,APARTMENT_TYPE,FURNITURE_TYPE,PRICE,LATITUDE,LONGITUDE
môi giới,1.0,,35.0,chung cư thường,unk,7.0,21.0401242,105.777697
môi giới,2.0,1.0,75.0,chung cư thường,full,8.0,21.0000784,105.87234099999999
cá nhân,2.0,,70.0,chung cư thường,cơ bản,7.0,21.0223635,105.77464760000001
môi giới,3.0,,80.0,chung cư thường,full,8.0,21.0000784,105.87234099999999
cá nhân,2.0,,45.0,chung cư thường,full,4.5,20.9621674,105.7984347
môi giới,3.0,2.0,59.0,chung cư thường,unk,5.5,20.973385999999998,105.86620409999999
môi giới,2.0,,74.0,chung cư thường,cơ bản,7.5,21.0569074,105.7842341
môi giới,2.0,1.0,55.0,chung cư thường,full,10.0,21.0482063,105.9244585
môi giới,2.0,2.0,70.0,chung cư thường,full,7.0,21.0655013,105.88831370000001
môi giới,1.0,,40.0,chung cư studio,unk,8.0,21.0332688,105.8112895
môi giới,1.0,,40.0,chung cư thường,unk,8.0,21.0296785,105.8099773
môi giới,3.0,,90.0,chung cư thường,unk,6.0,21.0053964,105.8569193
môi giới,3.0,2.0,109.0,chung cư thường,full,12.5,21.0295683,105.7918811
môi giới,3.0,2.0,107.0,chung cư thường,full,10.0,21.0295683,105.7918811
môi giới,2.0,2.0,75.0,chung cư thường,full,7.0,20.988253699999998,105.79883729999999
môi giới,2.0,2.0,68.0,chung cư thường,full,7.0,21.061879,105.9130088
môi giới,1.0,,40.0,chung cư thường,unk,7.0,21.0057343,105.7485358
cá nhân,2.0,,70.0,chung cư thường,unk,6.0,20.9902639,105.93813300000001
cá nhân,2.0,,82.0,chung cư thường,unk,11.0,21.0305767,105.7611889
môi giới,3.0,1.0,120.0,chung cư thường,unk,10.0,21.0376771,105.7976502
môi giới,2.0,,72.0,chung cư thường,full,16.0,21.0105633,105.7994223
môi giới,1.0,1.0,45.0,chung cư thường,full,9.0,21.0151985,105.81697209999999
môi giới,2.0,2.0,70.0,chung cư thường,cơ bản,7.0,21.0636926,105.8818656
cá nhân,3.0,,120.0,chung cư thường,unk,12.0,20.9903367,105.78272369999999
cá nhân,3.0,1.0,111.0,chung cư thường,full,13.0,20.9948414,105.8060662
môi giới,2.0,1.0,94.0,chung cư thường,full,10.5,21.0141788,105.7775527
môi giới,1.0,5.0,34.0,chung cư studio,full,10.0,21.0105633,105.7994223
cá nhân,1.0,,40.0,chung cư thường,unk,5.5,21.0301309,105.788549
môi giới,2.0,2.0,83.0,chung cư thường,cơ bản,12.0,21.0042496,105.80338390000001
môi giới,3.0,2.0,90.0,chung cư thường,cơ bản,13.0,20.998515700000002,105.8031584
môi giới,2.0,2.0,90.0,chung cư thường,unk,10.0,21.013986499999998,105.7971098
cá nhân,3.0,,120.0,chung cư thường,full cao cấp,23.0,21.070429999999998,105.8091699
môi giới,2.0,2.0,80.0,chung cư thường,full,8.0,21.0759268,105.82200959999999
môi giới,3.0,,160.0,chung cư thường,full,15.0,21.0070457,105.80299529999999
môi giới,2.0,,60.0,chung cư thường,full,9.0,21.0137226,105.83962959999998
cá nhân,1.0,,30.0,chung cư thường,full,3.0,21.0538868,105.78761750000001
môi giới,3.0,,100.0,chung cư thường,full,13.0,21.030914399999997,105.78390619999999
môi giới,4.0,,160.0,chung cư thường,full,23.0,21.0442326,105.7673186
cá nhân,2.0,2.0,108.0,chung cư thường,full,16.0,21.0198091,105.8173473
môi giới,2.0,2.0,75.0,chung cư thường,cơ bản,8.5,20.9975212,105.78784270000001
môi giới,1.0,,40.0,chung cư thường,unk,8.5,21.036797399999998,105.8058528
môi giới,2.0,,84.0,chung cư thường,full,10.0,21.034453600000003,105.76586950000001
môi giới,2.0,,67.0,chung cư thường,full,10.0,21.033369399999998,105.76971979999999
môi giới,3.0,,148.0,chung cư thường,cơ bản,14.0,21.0355672,105.79395020000001
môi giới,1.0,,33.0,chung cư thường,unk,4.0,20.9902639,105.93813300000001
môi giới,3.0,,100.0,chung cư thường,full,11.5,21.001694600000004,105.79969740000001
môi giới,1.0,,55.0,chung cư thường,nguyên bản,7.5,20.9972755,105.8671037
môi giới,1.0,,78.0,chung cư thường,full,11.0,21.063591,105.8260436
môi giới,2.0,,110.0,chung cư thường,cơ bản,9.0,20.9749347,105.7808936
môi giới,2.0,,85.0,chung cư thường,full,10.0,20.9973921,105.804033
môi giới,2.0,,59.0,chung cư thường,unk,5.0,20.973385999999998,105.86620409999999
cá nhân,3.0,,100.0,chung cư thường,unk,14.5,21.0396186,105.7672124
cá nhân,1.0,,200.0,chung cư thường,full,50.0,21.0072232,105.8009635
môi giới,2.0,2.0,70.0,chung cư thường,unk,7.5,21.043523899999997,105.9068002
môi giới,3.0,,85.0,chung cư thường,full cao cấp,10.0,20.9973921,105.804033
môi giới,1.0,,40.0,chung cư thường,full,7.5,21.0270609,105.8194896
môi giới,2.0,2.0,66.0,chung cư thường,cơ bản,9.0,21.0482063,105.9244585
môi giới,2.0,1.0,70.0,chung cư thường,full,12.0,21.0482063,105.9244585
môi giới,3.0,2.0,90.0,chung cư thường,full,8.5,21.0628603,105.91250339999999
môi giới,2.0,2.0,80.0,chung cư thường,full,7.0,21.0250451,105.90788470000001
môi giới,2.0,1.0,70.0,chung cư thường,full,9.0,21.0099881,105.80464520000001
môi giới,3.0,2.0,82.0,chung cư thường,full,7.0,21.038359200000002,105.93397009999998
cá nhân,2.0,2.0,85.0,chung cư thường,full,13.0,21.0854745,105.79252050000001
cá nhân,2.0,1.0,75.0,chung cư thường,unk,6.5,21.0270609,105.8194896
môi giới,3.0,2.0,134.0,chung cư thường,unk,9.0,20.993061899999997,105.787599
cá nhân,3.0,2.0,125.0,chung cư thường,full,11.0,20.999253200000002,105.79634679999998
môi giới,2.0,2.0,75.0,chung cư thường,full cao cấp,9.0,21.0174168,105.7820991
môi giới,3.0,2.0,95.0,chung cư thường,unk,10.0,20.9916037,105.7845561
môi giới,2.0,,90.0,chung cư thường,unk,14.5,21.068124800000003,105.8226344
môi giới,1.0,,35.0,chung cư thường,unk,7.0,21.0462329,105.7902764
môi giới,2.0,,45.0,chung cư thường,unk,9.0,21.0180002,105.7821755
môi giới,1.0,,37.0,chung cư thường,unk,7.5,21.0032299,105.77861419999999
môi giới,3.0,,125.0,chung cư thường,unk,26.0,21.0300655,105.8226591
môi giới,3.0,,100.0,chung cư thường,cơ bản,10.0,21.036819,105.7808467
cá nhân,3.0,2.0,180.0,chung cư thường,full,15.0,21.0382766,105.79455949999999
môi giới,2.0,2.0,108.0,chung cư thường,cơ bản,10.0,21.038031,105.7949789
môi giới,3.0,,108.0,chung cư thường,unk,17.0,21.026281100000002,105.8110047
môi giới,1.0,,40.0,chung cư thường,unk,8.5,21.041835199999998,105.8351449
môi giới,2.0,2.0,90.0,chung cư thường,cơ bản,7.0,20.976340399999998,105.78344990000001
cá nhân,1.0,,60.0,chung cư thường,full,3.0,21.010344699999997,105.9531291
môi giới,2.0,,86.0,chung cư thường,full,12.0,21.0141788,105.7775527
môi giới,2.0,,90.0,chung cư thường,unk,13.0,21.0032299,105.77861419999999
môi giới,2.0,1.0,80.0,chung cư thường,unk,8.0,21.0295683,105.7918811
môi giới,3.0,,137.0,chung cư thường,cơ bản,11.0,20.984991100000002,105.7863219
cá nhân,3.0,1.0,132.0,chung cư thường,unk,13.0,20.9897,105.8004293
môi giới,3.0,,106.0,chung cư thường,full,17.0,21.018137799999998,105.7932507
môi giới,2.0,,123.0,chung cư thường,full,10.0,20.9867575,105.7854374
môi giới,3.0,2.0,180.0,chung cư thường,unk,25.0,20.9994045,105.81546499999999
cá nhân,3.0,2.0,88.0,chung cư thường,full,1.0,21.0270609,105.8194896
cá nhân,3.0,2.0,180.0,chung cư thường,full cao cấp,16.0,21.0270609,105.8194896
môi giới,3.0,,108.0,chung cư thường,unk,10.0,21.0270609,105.8194896
môi giới,2.0,1.0,170.0,chung cư thường,unk,8.0,21.0270609,105.8194896
môi giới,3.0,,145.0,chung cư thường,full,11.0,20.992956500000002,105.80772350000001
cá nhân,2.0,,75.0,chung cư tập thể,unk,4.0,20.983851100000003,105.814854
môi giới,1.0,,50.0,chung cư thường,full,10.0,21.0042496,105.80338390000001
môi giới,3.0,,136.0,chung cư thường,full,13.0,20.984991100000002,105.7863219
môi giới,2.0,,60.0,chung cư thường,unk,7.0,20.9779825,105.83599380000001
môi giới,2.0,,55.0,chung cư thường,unk,8.0,21.0004684,105.7623624
môi giới,2.0,,90.0,chung cư thường,full,10.0,20.9867575,105.7854374
môi giới,2.0,,98.0,chung cư thường,cơ bản,9.0,20.962657399999998,105.7665373
môi giới,2.0,,98.0,chung cư thường,full,11.0,20.962657399999998,105.7665373
môi giới,1.0,1.0,53.0,chung cư thường,full,16.0,21.0234518,105.8092872
môi giới,3.0,,130.0,chung cư thường,full,14.0,21.0042496,105.80338390000001
môi giới,2.0,1.0,69.0,chung cư thường,unk,7.0,20.985610100000002,105.92807260000001
môi giới,2.0,,100.0,chung cư thường,full,16.0,21.0287008,105.82375790000002
môi giới,1.0,,45.0,chung cư studio,full,8.0,20.9864807,105.7870442
môi giới,3.0,2.0,100.0,chung cư thường,full cao cấp,8.5,21.067456699999997,105.92005309999999
môi giới,2.0,1.0,70.0,chung cư thường,full,7.5,21.043523899999997,105.9068002
môi giới,2.0,2.0,66.0,chung cư thường,full,9.0,21.0482063,105.9244585
môi giới,2.0,1.0,70.0,chung cư thường,full,6.0,21.0697388,105.90216550000001
môi giới,3.0,,128.0,chung cư thường,cơ bản,10.0,20.984991100000002,105.7863219
môi giới,2.0,,86.0,chung cư thường,full,13.0,20.9973921,105.804033
môi giới,3.0,,154.0,chung cư thường,unk,13.0,20.984991100000002,105.7863219
cá nhân,1.0,,40.0,chung cư mini,unk,4.0,21.0350593,105.82671699999999
môi giới,2.0,,68.0,chung cư thường,full,10.5,20.9829788,105.8349562
môi giới,2.0,2.0,70.0,chung cư thường,full,5.0,21.0218618,105.90858689999999
cá nhân,2.0,1.0,55.0,chung cư thường,full,7.0,20.999736600000002,105.9421491
cá nhân,2.0,,52.0,chung cư mini,cơ bản,6.5,21.0129882,105.82001399999999
cá nhân,1.0,,35.0,chung cư thường,unk,5.5,20.9995544,105.81133259999999
môi giới,2.0,,68.0,chung cư thường,full,6.0,21.0409254,105.9276325
môi giới,1.0,,37.0,chung cư thường,full,7.5,21.0496292,105.91631409999998
cá nhân,2.0,2.0,73.0,chung cư thường,full,14.0,20.998515700000002,105.8031584
môi giới,3.0,2.0,90.0,chung cư thường,full,16.0,21.0617106,105.8944872
môi giới,2.0,,65.0,chung cư thường,full,12.0,21.038359200000002,105.93397009999998
môi giới,2.0,1.0,66.0,chung cư thường,full,10.0,21.0617106,105.8944872
môi giới,1.0,1.0,40.0,chung cư thường,full,8.0,21.0333701,105.81126599999999
môi giới,3.0,1.0,100.0,chung cư thường,full,14.0,20.989526100000003,105.86547709999999
môi giới,3.0,,111.0,chung cư thường,cơ bản,13.0,20.9916037,105.7845561
môi giới,2.0,,86.0,chung cư thường,full,13.0,20.9916037,105.7845561
môi giới,1.0,,60.0,chung cư thường,full,18.0,21.0348595,105.81419040000002
cá nhân,2.0,1.0,70.0,chung cư thường,cơ bản,7.0,21.005972,105.80265790000001
môi giới,4.0,,45.0,chung cư thường,unk,13.0,21.034394,105.8316752
môi giới,1.0,,38.0,chung cư thường,full,6.5,21.042306600000003,105.78683729999999
môi giới,2.0,2.0,72.0,chung cư thường,unk,10.0,21.061879,105.9130088
cá nhân,2.0,2.0,67.0,chung cư thường,cơ bản,9.0,20.983687,105.848156
môi giới,2.0,,38.0,chung cư thường,unk,7.0,21.0338491,105.8141327
cá nhân,1.0,,35.0,chung cư thường,full,6.0,21.0510684,105.8117135
môi giới,2.0,2.0,110.0,chung cư thường,full,13.0,21.0057491,105.8225012
môi giới,2.0,2.0,105.0,chung cư thường,full cao cấp,10.0,21.003035399999998,105.8054447
môi giới,1.0,,40.0,chung cư thường,full,7.5,21.039073300000002,105.81850779999999
cá nhân,1.0,,40.0,chung cư thường,unk,4.2,21.0350593,105.82671699999999
cá nhân,2.0,1.0,60.0,chung cư thường,full,8.5,21.0165579,105.788647
môi giới,1.0,5.0,34.0,chung cư studio,full,11.5,21.0105633,105.7994223
môi giới,3.0,2.0,80.0,chung cư thường,full,8.0,21.043523899999997,105.9068002
môi giới,3.0,2.0,100.0,chung cư thường,full,13.0,21.061879,105.9130088
cá nhân,2.0,2.0,90.0,chung cư thường,full cao cấp,7.0,20.991660600000003,105.8057994
cá nhân,2.0,,75.0,chung cư thường,unk,9.0,20.986569699999997,105.8628143
môi giới,3.0,2.0,113.0,chung cư thường,cơ bản,10.0,20.9995544,105.81133259999999
môi giới,3.0,2.0,86.0,chung cư thường,cơ bản,11.0,20.9983497,105.8092864
môi giới,2.0,,70.0,chung cư thường,cơ bản,8.0,21.0295683,105.7918811
môi giới,2.0,,75.0,chung cư thường,full,8.5,21.017155600000002,105.78814960000001
môi giới,2.0,,94.0,chung cư thường,cơ bản,12.0,21.034741699999998,105.79461770000002
môi giới,2.0,,75.0,chung cư thường,full,8.5,21.0363703,105.78086259999999
môi giới,2.0,1.0,75.0,chung cư thường,full,9.0,21.0049801,105.7929057
môi giới,2.0,,75.0,chung cư thường,full,10.0,20.998515700000002,105.8031584
môi giới,2.0,2.0,75.0,chung cư thường,cơ bản,10.5,21.0141788,105.7775527
môi giới,2.0,,70.0,chung cư thường,full,7.5,20.9973921,105.804033
môi giới,2.0,,68.0,chung cư thường,full,9.0,21.0042496,105.80338390000001
môi giới,2.0,,86.0,chung cư thường,full,18.0,21.0270609,105.8194896
môi giới,3.0,,125.0,chung cư thường,full,14.0,20.984991100000002,105.7863219
môi giới,3.0,,128.0,chung cư thường,unk,21.0,20.9972755,105.8671037
môi giới,3.0,2.0,120.0,chung cư thường,full cao cấp,23.0,20.9972755,105.8671037
môi giới,2.0,,81.0,chung cư thường,full,9.0,21.033369399999998,105.76971979999999
cá nhân,2.0,1.0,60.0,chung cư thường,full,10.0,21.0331019,105.77882190000001
cá nhân,2.0,1.0,62.0,chung cư thường,full,11.0,21.034453600000003,105.76586950000001
cá nhân,2.0,1.0,65.0,chung cư thường,full,3.5,21.0060564,105.73800120000001
môi giới,2.0,2.0,70.0,chung cư thường,full,5.0,21.0618191,105.8822063
môi giới,1.0,,38.0,chung cư thường,full,8.0,21.0482063,105.9244585
môi giới,1.0,,30.0,chung cư thường,unk,7.0,21.0462783,105.7955725
môi giới,3.0,,112.0,chung cư thường,full,17.0,20.996852399999998,105.8034491
môi giới,3.0,,158.0,chung cư thường,full,14.0,20.999575699999998,105.80579479999999
môi giới,2.0,,80.0,chung cư thường,cơ bản,11.0,21.0349188,105.76439750000002
môi giới,2.0,2.0,75.0,chung cư thường,full,9.0,21.0713471,105.79329440000001
môi giới,2.0,,85.0,chung cư thường,full,8.0,21.0713471,105.79329440000001
cá nhân,2.0,1.0,70.0,chung cư thường,unk,7.5,20.9916904,105.8442862
môi giới,1.0,,55.0,chung cư thường,full,12.0,20.9972755,105.8671037
môi giới,2.0,,83.0,chung cư thường,full,12.5,21.0349188,105.76439750000002
môi giới,3.0,,116.0,chung cư thường,full,18.0,20.996852399999998,105.8034491
môi giới,2.0,,86.0,chung cư thường,full,13.0,20.996852399999998,105.8034491
môi giới,3.0,,181.0,chung cư thường,full cao cấp,35.0,21.0007314,105.8160439
môi giới,1.0,,22.0,chung cư thường,unk,1.3,21.0007878,105.82826750000001
môi giới,1.0,,25.0,chung cư mini,unk,2.5,21.0053418,105.80455459999999
môi giới,1.0,,25.0,chung cư thường,unk,2.0,20.9981973,105.8127529
môi giới,1.0,,35.0,chung cư mini,unk,3.0,21.008149600000003,105.8011438
môi giới,3.0,1.0,94.0,chung cư thường,full,17.5,21.0174168,105.7820991
môi giới,1.0,1.0,30.0,chung cư mini,unk,2.5,20.9914517,105.80353000000001
môi giới,2.0,,80.0,chung cư thường,full,14.0,20.9972755,105.8671037
cá nhân,1.0,,35.0,chung cư thường,unk,5.4,21.022160600000003,105.771796
cá nhân,1.0,,32.0,chung cư thường,cơ bản,4.0,21.022160600000003,105.771796
cá nhân,2.0,,75.0,chung cư thường,cơ bản,12.0,21.0352962,105.8143979
môi giới,3.0,,104.0,chung cư thường,cơ bản,11.0,21.0333475,105.7698529
cá nhân,2.0,2.0,75.0,chung cư thường,full cao cấp,14.0,21.0281772,105.7828902
môi giới,2.0,2.0,89.0,chung cư thường,cơ bản,12.0,21.035113600000003,105.76946650000001
môi giới,3.0,,35.0,chung cư thường,unk,6.0,21.039073300000002,105.81850779999999
môi giới,2.0,,55.0,chung cư thường,unk,12.5,21.013056,105.83932630000001
môi giới,1.0,1.0,30.0,chung cư thường,full,7.0,21.041111800000003,105.81607659999999
môi giới,1.0,,30.0,chung cư thường,unk,7.0,21.013986499999998,105.7971098
cá nhân,2.0,2.0,70.0,chung cư thường,full,12.0,21.016127800000003,105.7926129
môi giới,2.0,1.0,110.0,chung cư thường,full,12.0,21.080249300000002,105.81839270000002
môi giới,1.0,1.0,70.0,chung cư thường,full,10.0,21.080249300000002,105.81839270000002
môi giới,1.0,1.0,30.0,chung cư thường,full,5.0,21.075688,105.82470259999998
môi giới,2.0,,70.0,chung cư thường,cơ bản,4.5,21.043523899999997,105.9068002
môi giới,2.0,,60.0,chung cư thường,full,7.0,21.038359200000002,105.93397009999998
môi giới,2.0,,55.0,chung cư thường,cơ bản,5.5,21.038359200000002,105.93397009999998
môi giới,3.0,2.0,80.0,chung cư thường,full,9.0,21.043523899999997,105.9068002
môi giới,4.0,3.0,135.0,chung cư thường,cơ bản,20.0,21.009517000000002,105.78314509999998
môi giới,4.0,3.0,143.0,chung cư thường,full,24.0,21.0174168,105.7820991
môi giới,2.0,,80.0,chung cư thường,cơ bản,20.0,21.0348595,105.81419040000002
môi giới,3.0,2.0,104.0,chung cư thường,unk,20.0,21.0174168,105.7820991
môi giới,3.0,1.0,120.0,chung cư thường,full,21.0,21.009517000000002,105.78314509999998
môi giới,4.0,,149.0,chung cư thường,full,30.0,21.0174168,105.7820991
môi giới,1.0,1.0,28.0,chung cư thường,cơ bản,6.0,21.0032299,105.77861419999999
môi giới,2.0,,80.0,chung cư thường,cơ bản,14.0,21.0174168,105.7820991
môi giới,1.0,,30.0,chung cư thường,unk,7.0,21.008149600000003,105.8011438
môi giới,2.0,,60.0,chung cư thường,full,14.0,21.0137226,105.83962959999998
môi giới,2.0,,35.0,chung cư thường,full,7.0,21.0138335,105.847551
môi giới,1.0,,45.0,chung cư thường,full,9.0,21.0021784,105.84673799999999
cá nhân,3.0,2.0,96.0,chung cư thường,full,14.0,20.998515700000002,105.8031584
môi giới,2.0,,65.0,chung cư thường,full,12.0,20.984991100000002,105.7863219
môi giới,2.0,,70.0,chung cư thường,full,12.0,20.984991100000002,105.7863219
môi giới,1.0,,35.0,chung cư thường,unk,7.5,21.042720000000003,105.8241554
môi giới,2.0,,90.0,chung cư thường,cơ bản,9.0,20.984991100000002,105.7863219
môi giới,1.0,,35.0,chung cư thường,full,7.5,21.041111800000003,105.81607659999999
cá nhân,3.0,,93.0,chung cư thường,full,6.0,21.077988100000002,105.78690859999999
môi giới,1.0,1.0,40.0,chung cư thường,full,9.0,21.0141788,105.7775527
môi giới,2.0,,70.0,chung cư thường,unk,8.5,20.981510399999998,105.81040859999999
môi giới,2.0,,74.0,chung cư thường,full,14.0,20.9959104,105.85765330000001
môi giới,2.0,,30.0,chung cư thường,unk,7.0,21.0302832,105.788131
môi giới,1.0,,35.0,chung cư thường,unk,7.5,21.041111800000003,105.81607659999999
môi giới,2.0,,86.0,chung cư thường,cơ bản,17.0,21.0270609,105.8194896
môi giới,3.0,,108.0,chung cư thường,unk,17.0,21.026281100000002,105.8110047
môi giới,2.0,2.0,75.0,chung cư thường,unk,11.0,21.003213600000002,105.8018986
môi giới,2.0,2.0,65.0,chung cư thường,cơ bản,11.0,21.0042496,105.80338390000001
môi giới,2.0,,70.0,chung cư thường,full,11.5,21.0145487,105.8212321
môi giới,1.0,,35.0,chung cư thường,unk,9.0,21.0021784,105.84673799999999
môi giới,3.0,2.0,120.0,chung cư thường,full,10.0,21.0713471,105.79329440000001
cá nhân,2.0,,70.0,chung cư thường,full,10.5,20.998515700000002,105.8031584
môi giới,3.0,2.0,115.0,chung cư thường,unk,19.0,20.9972755,105.8671037
môi giới,3.0,2.0,110.0,chung cư thường,full,16.0,20.9972755,105.8671037
môi giới,3.0,,120.0,chung cư thường,full cao cấp,20.0,20.9972755,105.8671037
môi giới,2.0,2.0,88.0,chung cư thường,full,14.0,20.9972755,105.8671037
môi giới,2.0,2.0,70.0,chung cư thường,unk,10.0,20.984991100000002,105.7863219
môi giới,2.0,2.0,70.0,chung cư thường,cơ bản,5.5,21.038359200000002,105.93397009999998
môi giới,2.0,,70.0,chung cư thường,full,9.0,21.043523899999997,105.9068002
môi giới,3.0,2.0,70.0,chung cư thường,cơ bản,5.0,21.038359200000002,105.93397009999998
môi giới,1.0,1.0,40.0,chung cư thường,full,7.0,21.0482063,105.9244585
môi giới,2.0,2.0,66.0,chung cư thường,full,15.0,21.0496292,105.91631409999998
môi giới,3.0,2.0,92.0,chung cư thường,full,10.0,21.0655013,105.88831370000001
môi giới,3.0,2.0,79.0,chung cư thường,unk,7.0,21.038359200000002,105.93397009999998
môi giới,2.0,,100.0,chung cư thường,unk,13.0,21.0042496,105.80338390000001
môi giới,2.0,,76.0,chung cư thường,unk,12.0,20.9973921,105.804033
môi giới,2.0,2.0,70.0,chung cư thường,cơ bản,10.0,21.0032299,105.77861419999999
môi giới,3.0,,125.0,chung cư thường,full,15.0,21.0042496,105.80338390000001
môi giới,2.0,,116.0,chung cư thường,full,8.5,21.0101531,105.7988345
môi giới,2.0,,76.0,chung cư thường,unk,12.0,20.9916037,105.7845561
môi giới,3.0,2.0,116.0,chung cư thường,unk,15.0,20.9916037,105.7845561
môi giới,1.0,,30.0,chung cư thường,unk,7.0,21.0032299,105.77861419999999
môi giới,3.0,,110.0,chung cư thường,full,15.0,21.018137799999998,105.7932507
môi giới,3.0,,120.0,chung cư thường,full cao cấp,14.0,21.0042496,105.80338390000001
môi giới,3.0,,116.0,chung cư thường,full,12.0,20.989171,105.7835348
môi giới,3.0,,100.0,chung cư thường,unk,17.0,21.0032299,105.77861419999999
cá nhân,1.0,1.0,30.0,chung cư mini,full,4.0,20.9923944,105.813598
môi giới,3.0,,127.0,chung cư thường,unk,25.0,21.0210979,105.8087914
môi giới,2.0,,90.0,chung cư thường,full,10.0,21.036819,105.7808467
môi giới,2.0,2.0,81.0,chung cư thường,full,10.0,21.0295683,105.7918811
môi giới,2.0,2.0,88.0,chung cư thường,full,10.0,21.0295683,105.7918811
môi giới,3.0,2.0,110.0,chung cư thường,full,12.0,21.018137799999998,105.7932507
môi giới,2.0,2.0,81.0,chung cư thường,cơ bản,11.0,21.022160600000003,105.771796
môi giới,2.0,2.0,65.0,chung cư thường,full,10.0,21.017155600000002,105.78814960000001
môi giới,2.0,2.0,80.0,chung cư thường,unk,9.5,21.0295683,105.7918811
môi giới,2.0,2.0,80.0,chung cư thường,full,10.0,21.0165579,105.788647
môi giới,2.0,2.0,87.0,chung cư thường,full,11.0,21.0141788,105.7775527
môi giới,2.0,2.0,87.0,chung cư thường,full,13.5,20.9982638,105.86736670000002
môi giới,3.0,2.0,120.0,chung cư thường,full,20.0,20.9972755,105.8671037
môi giới,2.0,2.0,91.0,chung cư thường,full,12.5,21.0232492,105.78999009999998
cá nhân,2.0,,70.0,chung cư thường,full,11.0,21.0206488,105.84613329999999
môi giới,2.0,2.0,70.0,chung cư thường,full,6.5,21.0561475,105.9096113
môi giới,3.0,2.0,95.0,chung cư thường,full,8.5,21.0655013,105.88831370000001
môi giới,2.0,1.0,56.0,chung cư thường,cơ bản,6.0,21.043523899999997,105.9068002
môi giới,2.0,,68.0,chung cư thường,cơ bản,6.5,21.054309600000003,105.8771757
môi giới,1.0,,25.0,chung cư thường,full,3.0,21.0093127,105.8194215
môi giới,1.0,,50.0,chung cư thường,unk,10.0,21.033545800000002,105.84362309999999
môi giới,1.0,,20.0,chung cư thường,unk,1.7,21.0128979,105.8354966
môi giới,1.0,,25.0,chung cư thường,unk,3.0,21.0105633,105.7994223
môi giới,2.0,1.0,60.0,chung cư thường,full,8.5,21.017155600000002,105.78814960000001
môi giới,2.0,2.0,100.0,chung cư thường,unk,12.0,21.003213600000002,105.8018986
môi giới,3.0,2.0,125.0,chung cư thường,full cao cấp,12.0,21.0442326,105.7673186
cá nhân,3.0,2.0,95.0,chung cư thường,unk,10.5,20.987479999999998,105.8065501
cá nhân,1.0,,55.0,chung cư thường,unk,10.5,20.9982638,105.86736670000002
môi giới,2.0,2.0,62.0,chung cư thường,cơ bản,8.0,21.0482063,105.9244585
môi giới,2.0,1.0,55.0,chung cư thường,full,10.0,21.038359200000002,105.93397009999998
môi giới,3.0,,90.0,chung cư thường,cơ bản,10.0,20.9916037,105.7845561
môi giới,2.0,,109.0,chung cư thường,full,17.0,21.0144501,105.8040963
môi giới,3.0,,117.0,chung cư thường,full,14.0,21.022160600000003,105.771796
môi giới,2.0,,70.0,chung cư thường,cơ bản,10.0,21.0105633,105.7994223
môi giới,2.0,,95.0,chung cư thường,full,19.0,21.013457,105.803312
môi giới,2.0,,35.0,chung cư thường,unk,7.5,21.029521799999998,105.8273528
môi giới,3.0,2.0,135.0,chung cư thường,unk,13.0,21.0135604,105.8026767
môi giới,2.0,,84.0,chung cư thường,cơ bản,12.0,21.0232492,105.78999009999998
môi giới,2.0,,93.0,chung cư thường,full,11.0,21.0042496,105.80338390000001
môi giới,1.0,,65.0,chung cư thường,unk,8.0,21.0070457,105.80299529999999
môi giới,3.0,,100.0,chung cư thường,unk,7.5,21.077988100000002,105.78690859999999
môi giới,1.0,,45.0,chung cư studio,full,8.0,20.9867575,105.7854374
môi giới,2.0,2.0,100.0,chung cư thường,full,10.0,21.029711300000002,105.7923293
môi giới,3.0,3.0,180.0,chung cư thường,cơ bản,15.0,21.01461,105.81732849999999
môi giới,3.0,,146.0,chung cư thường,full,11.0,20.9749347,105.7808936
môi giới,2.0,,50.0,chung cư thường,unk,9.0,21.0302832,105.788131
môi giới,2.0,,90.0,chung cư thường,full,11.0,21.0215732,105.8430914
môi giới,1.0,,30.0,chung cư thường,unk,7.0,21.039073300000002,105.81850779999999
môi giới,1.0,,30.0,chung cư thường,unk,7.0,21.008149600000003,105.8011438
môi giới,3.0,,100.0,chung cư thường,full,11.0,20.9742146,105.88340729999999
cá nhân,3.0,,160.0,chung cư thường,unk,16.0,21.0105633,105.7994223
cá nhân,2.0,2.0,80.0,chung cư thường,full,9.5,21.0462783,105.7955725
môi giới,2.0,2.0,90.0,chung cư thường,full,14.0,20.9972755,105.8671037
môi giới,2.0,1.0,60.0,chung cư thường,full,8.0,21.0481244,105.919172
môi giới,3.0,2.0,95.0,chung cư thường,full cao cấp,15.0,21.0482063,105.9244585
môi giới,2.0,2.0,60.0,chung cư thường,full cao cấp,9.0,21.0482063,105.9244585
môi giới,2.0,,80.0,chung cư thường,cơ bản,9.0,21.0403616,105.8652696
môi giới,2.0,,75.0,chung cư thường,cơ bản,9.0,21.0165579,105.788647
môi giới,2.0,,60.0,chung cư thường,full,6.0,20.9902639,105.93813300000001
môi giới,1.0,,46.0,chung cư thường,full,5.0,21.010344699999997,105.9531291
môi giới,2.0,2.0,65.0,chung cư thường,full,6.0,21.010344699999997,105.9531291
môi giới,3.0,,130.0,chung cư thường,full,18.0,21.0070457,105.80299529999999
môi giới,3.0,,95.0,chung cư thường,cơ bản,11.0,20.9841802,105.8084522
